Category,Question,1,2,3,4,Answer,Explanation,Trial,Subcategory,Image,ID
Behavioral Science,Democrats that actively seek out new information from CNN (a democratic-oriented station) rather than from FOX News (a republican-oriented station) is using:,Availability heuristics,Confirmation bias,Overconfidence,Belief perseverance,2,"Confirmation bias is the concept in which people naturally tend to gravitate towards information that reinforces their worldview as ""correct"".",No,Memory and Cognition,,A110
Behavioral Science,"When one is asked to determine which method of travel (plane vs. car) was safer, most people quickly think of a plane crash and answer “car travel.” This is an example of when one is using:",Availability heuristics,Confirmation bias,Confounding variables,Belief perseverance,1,"Availabiloty heuristic is a cognitive bias where choices and decisions are made by considering prominent, and immediate  examples ",No,Memory and Cognition,,A111
Behavioral Science,"John wants to study the effects of a particular drug on depression. To be able to measure this, John will count the amount of times a subject reports a strong sense of hopelessness on a measureable survey. Which best refers to what John has done?",Generated a hypothesis,Proposed a theory,Created an operational definition,Made the experiment double blind,3,John's action (counting the amount of times a subject reports a strong sense of hopelessness on a measureable survey) corresponds to making an operational definiton: defining a variable in a way that enables measurement. ,No,Memory and Cognition,,A112
Behavioral Science,You are studying two anxiety symptoms that are correlated (heart rate and brain activity). The lower one’s heart rate correlates with the lower level of one’s brain activity. This is called a/an,Positive correlation,No correlation,Negative correlation,Inverse correlation,1,"Positive correlation refers to relationship between variables in which they both go in the same direction. [E.G. One variable increases, another variable increases.]",No,Memory and Cognition,,A113
Behavioral Science,Documentaries that describe the accounts of different persons (all over the state of New Orleans) who suffered the effects of Hurricane is conducting a ____ study:,Field,Phenomenological,Ethnographic,Psychodynamic,2,,No,Memory and Cognition,,A114
Behavioral Science,"In an experimental design, the behavior that is measured for change after another variable is manipulated is called the ___ variable.",Confounding,Dependent,Independent,None of the above,2,A dependent variable refers to the variable that's being measured in response to a change to the independent variable. ,No,Memory and Cognition,,A115
Behavioral Science,"In studies that destroy brain regions in non-human animals, a control is a:",Sham,Paradox,Placebo,Wild type,1,,No,Memory and Cognition,,A116
Behavioral Science,Which of the following is not a neuroimaging technique?,MRI,EEG,PET,CT scan,2,"EEG stands for electroencephalogram and measures electrical activity in the brain (i.e., voltage fluctuations)",No,Neuroscience,,A117
Behavioral Science,Three-dimensional images of the brain are conducted by a/an:,MRI,EEG,PET,CT scan,4,CT stands for computerized tomography and uses numeorus X-rays and technology to provide more detailed images of the internal anatomy,No,Neuroscience,,A118
Behavioral Science,Marching bands that travel in similar directions at the same speed tend to be grouped as one unit. This is BEST an example of:,Synchrony,Proximity,Similarity,Common fate,4,,No,Sensation/Perception,,A119
Behavioral Science,Which of the following did experiments with the Bobo doll?,Pavlov,Watson,Skinner,Bandura,4,Albert Bandura conducted the Bobo doll experiment to explore the concept of social learning.,No,Memory and Cognition,,A120
Behavioral Science,Which of the following did experiments with Baby Albert?,Pavlov,Watson,Skinner,Bandura,2,Watson conducted the Baby Albert experiment to explore how people can learn fears though via behavioral conditiononing. ,No,Learning and Behavior,,A121
Behavioral Science,"Poor Rachel has eaten a Wendy’s hamburger and has become ill. Since this experience, Rachel eats hamburgers everywhere except for the Wendy’s restaurant that made her sick. This is BEST an example of:",Extinction,Discrimination,Generalization,Forgetting,2,,No,Learning and Behavior,,A122
Behavioral Science,Systematic desensitization is a form of therapy that primarily uses ____ to treat a phobia or other anxiety disorder:,Extinction,Discrimination,Generalization,Forgetting,1,,No,Learning and Behavior,,A123
Behavioral Science,Increasing one’s chores to avoid mom and dad yelling is BEST an example of:,negative punishment,negative reinforcement,positive reinforcement,positive punishment,4,Positive punishment refers to the addition of something or an increase in something to decrease a behavioral response,No,Learning and Behavior,,A124
Behavioral Science,"In order minimize a child’s unwanted behaviors, a child might be placed into a “time out,” which means his/her freedom has temporarily been lost. This is BEST an example of:",negative punishment,negative reinforcement,positive reinforcement,positive punishment,1,Negative punishment refers to the removal or decrease of something in order to decrease a behavioral response,No,Learning and Behavior,,A125
Behavioral Science,Which of the following is LEAST likely to be a factor in observational learning?,Developmental stage of observer,Consequence of model,Emotional state of model,Consequence of observer,1,,No,Learning and Behavior,,A126
Behavioral Science,"During observational learning, mirror neurons in the ____ are active:",Parietal,Occipital,Frontal,Temporal,3,Mirror neurons are activated in the frontal lobe when you are observing someone doing a task that you plan on copying. ,No,Learning and Behavior,,A127
Behavioral Science,Flashbulb memories are those that:,are encoded due to strong emotional meaning,are seen in individuals with true photographic memories,rely on the sense of vision for the greatest level of detail,are retriggered when someone looks at a photograph,1,,No,Memory and Cognition,,A128
Behavioral Science,"When memorizing a list of nonsense syllables in order, the ____ words are often remembered the least.",First,Middle,Last,None of the above,2,The primacy/recency effect states that events or information presented at the beginning and end of a list are remembered more than the information in the middle,No,Memory and Cognition,,A129
Behavioral Science,Working memory is most synonymous with:,Sensory memory,Eidetic memory,Long-term memory,Short-term memory,4,,No,Memory and Cognition,,A130
