Category,Question,1,2,Answer,Explanation,Trial,Subcategory,Image,ID
Behavioral Science,The right hemisphere is responsible for emotion.,TRUE,FALSE,1,"The left hemisphere contains both Wernicke's and Broca's area. In most, it is utilized to process and comprehend language. The right hemisphere is used to process emotions, specifically in the right prefrontal cortex.",Yes,Neuroscience,,B119
Behavioral Science,The right hemisphere is responsible for language in most.,TRUE,FALSE,2,"The left hemisphere contains both Wernicke's and Broca's area. In most, it is utilized to process and comprehend language. The right hemisphere is used to process emotions, specifically in the right prefrontal cortex.",No,Neuroscience,,B120
Behavioral Science,The first phase of fear conditioning is acquisition.,TRUE,FALSE,1,"In order for fear conditioning to occur, the subject must acquire the fear and attempt to avoid it.",No,Learning and Behavior,,B121
Behavioral Science,The Hawthorne effect is when individuals don't help someone who is in trouble.,TRUE,FALSE,2,The Hawthorne effect is when individuals know they are being watched or studied and therefore will change their behaviors to try and fit the mold of the experiment.,No,Learning and Behavior,,B122
Behavioral Science,The Hawthorne effect is when the participants change because they are know they are being observed.,TRUE,FALSE,1,The Hawthorne effect is when individuals know they are being watched or studied and therefore will change their behaviors to try and fit the mold of the experiment.,No,Learning and Behavior,,B123
Behavioral Science,Attitudes most accurately predict behavior when social influences are minimized.,TRUE,FALSE,1,"When things like peer pressure, group think, group polarization, and mob-think are minimized, it is more likely to be seen that the person will be more willing to share their true attitudes about something. Therefore, their behavior toward something or someone will be most accurate when there are no confounding variables.",No,Personality and Emotion,,B124
Behavioral Science,Attitudes most accurately predict behavior when social influences are minimized.,TRUE,FALSE,2,"When things like peer pressure, group think, group polarization, and mob-think are minimized, it is more likely to be seen that the person will be more willing to share their true attitudes about something. Therefore, their behavior toward something or someone will be most accurate when there are no confounding variables.",No,Personality and Emotion,,B125
Behavioral Science,Self-efficacy is how good you think you are at a particular behavior.,TRUE,FALSE,1,Self-efficacy is used to measure how good you believe you are at something (ex: a high self-efficacy in typing would mean you believe you can type really fast with a high accuracy). Self-esteem is the difference between the ideal self and the actual self.,No,Personality and Emotion,,B126
Behavioral Science,"The parvo pathway is known as the ""what"" pathway.",TRUE,FALSE,1,"The parvocellular pathway is known for detecting the shape and color of something in the visual pathway. Therefore, it is known as the ""what"" pathway. The magnocellular pathway is known as the ""where"" pathway, as it is used to detect the motion and other movement attributes of something in the visual field.",No,Sensation/Perception,,B127
Behavioral Science,"The parvo pathway is known as the ""where"" pathway.",TRUE,FALSE,2,"The parvocellular pathway is known for detecting the shape and color of something in the visual pathway. Therefore, it is known as the ""what"" pathway. The magnocellular pathway is known as the ""where"" pathway, as it is used to detect the motion and other movement attributes of something in the visual field.",No,Sensation/Perception,,B128
Behavioral Science,"The magno pathway is known as the ""where"" pathway.",TRUE,FALSE,1,"The parvocellular pathway is known for detecting the shape and color of something in the visual pathway. Therefore, it is known as the ""what"" pathway. The magnocellular pathway is known as the ""where"" pathway, as it is used to detect the motion and other movement attributes of something in the visual field.",No,Sensation/Perception,,B129
Behavioral Science,"The magno pathway is known as the ""what"" pathway.",TRUE,FALSE,2,"The parvocellular pathway is known for detecting the shape and color of something in the visual pathway. Therefore, it is known as the ""what"" pathway. The magnocellular pathway is known as the ""where"" pathway, as it is used to detect the motion and other movement attributes of something in the visual field.",No,Sensation/Perception,,B130
Behavioral Science,"In a split brain patient, the word occurs in the right visual field and goes to the left hemisphere, but the patient can say the word",TRUE,FALSE,1,"Essentially, in split brain patients the corpus callosum has been severed (generally used to treat seizures or epilepsy). When the information is being presented in the right field, it will still cross over to the left field because the optic chiasm is still intact. Since the language centers are located on the left side of the brain, the patient will be able to say the word. However, since the right side of the brain deals with creativity, the person will be unable to draw it.",No,Neuroscience,,B131
Behavioral Science,The apex of cochlea detects the lowest frequency.,TRUE,FALSE,1,The apex (top portion) detects the lowest frequency that can be detected by humans. The base detects the highest frequency that can be differentiated in humans.,No,Sensation/Perception,,B132
Behavioral Science,The apex of the cochlea detects high frequency.,TRUE,FALSE,2,The apex (top portion) detects the lowest frequency that can be detected by humans. The base detects the highest frequency that can be differentiated in humans.,No,Sensation/Perception,,B133
Behavioral Science,The base of the cochlea detects high frequency.,TRUE,FALSE,1,The apex (top portion) detects the lowest frequency that can be detected by humans. The base detects the highest frequency that can be differentiated in humans.,No,Sensation/Perception,,B134
Behavioral Science,The base of the cochlea detects low frequency.,TRUE,FALSE,2,The apex (top portion) detects the lowest frequency that can be detected by humans. The base detects the highest frequency that can be differentiated in humans.,No,Sensation/Perception,,B135
Behavioral Science,Wernicke's area is located in the left temporal lobe,TRUE,FALSE,1,Wernicke's area is located in the left temporal lobe. Broca's area is located in the left frontal lobe.,No,Neuroscience,,B136
Behavioral Science,Wernicke's area is located in the right temporal lobe,TRUE,FALSE,2,Wernicke's area is located in the left temporal lobe. Broca's area is located in the left frontal lobe.,No,Neuroscience,,B137
Behavioral Science,Incongruence is the gap between the actual and the ideal self.,TRUE,FALSE,1,"Incongruence relates to the gap between the ideal self and the actual self. This is also called your self-esteem. Incongruence and self-esteem have a negative relationship: the higher your incongruence is, the lower your self-esteem will be and vice versa.",Yes,Personality and Emotion,,B138
